コード,年度,自己資本比率,売上高,営業利益,一株配当,配当性向,連続増配,減配なし
7862,2021/03,75.7,218231000000,8746000000,25,64.02,0.0,10.0
7863,2021/03,38.2,6765261000,57438000,-,86.83,0.0,1.0
7864,2021/03,64.7,163635000000,12428777000,32,21.23,4.0,10.0
7865,2021/01,83.9,4490081000,491899000,60,50.12,1.0,1.0
7867,2021/03,47.1,141218000000,7079000000,17.5,39.6,3.0,7.0
7869,2020/09,59.7,2845581000,47440000,50,21.97,1.0,1.0
7871,2021/03,66.7,35636000000,827000000,17.5,33.33,0.0,5.0
7872,2021/03,41.3,27963000000,421000000,27,93.46,0.0,1.0
7874,2021/03,47.4,49684000000,5277000000,34,21.74,0.0,0.0
7875,2021/03,47,31108000000,360000000,10,-,0.0,1.0
7877,2021/03,71.9,7701820000,231800000,67.5,57.03,0.0,4.0
7878,2021/01,52.9,2116580000,1006000,40,68.75,0.0,0.0
7879,2020/11,46.8,62284019000,2782655000,25,24.06,0.0,10.0
7883,2021/03,55.1,14928567000,220000000,7,30.5,0.0,3.0
7885,2021/03,82.5,20050029000,-97194000,8,-,0.0,10.0
7886,2021/03,15.4,12966763000,-551040000,-,-,0.0,1.0
7887,2021/03,81.1,19407076000,1642176000,150,23.13,0.0,5.0
7888,2021/05,35.8,55145000000,2411000000,11,13.98,0.0,0.0
7893,2021/03,64.5,24996575000,2130000000,33,50.91,0.0,5.0
7896,2021/03,65.5,12686000000,156000000,13.67,32.36,0.0,0.0
7897,2021/03,41.4,9106909000,129466000,1.5,32.64,0.0,0.0
7898,2021/03,44,59076000000,2343000000,24,24.44,0.0,10.0
7899,2021/04,83.3,2377672000,53931000,8,167.9,0.0,8.0
7901,2021/04,71.9,2270312000,-365276000,100,-,0.0,10.0
7902,2021/03,90.4,1980461000,150860000,10,32.91,0.0,8.0
7905,2021/03,39.4,199210000000,8779000000,70,30.11,0.0,0.0
7906,2021/03,72,51554082000,1032384000,4.5,35.79,0.0,10.0
7908,2021/03,78.7,11557000000,402000000,5,48.78,0.0,3.0
7911,2021/03,56,1466935000000,58789000000,40,25.34,1.0,9.0
7912,2021/03,57.2,1335439000000,49529000000,64,71.66,0.0,10.0
7914,2021/03,48.7,91031000000,648000000,100,104.73,0.0,10.0
7915,2020/12,41.1,180006000000,7290000000,30,24.93,0.0,0.0
7916,2021/03,58.9,15937469000,-542792000,50,19.16,0.0,5.0
7917,2021/03,61.8,117250000000,10286000000,75,18.3,1.0,10.0
7918,2021/03,-43.1,12168000000,-2631000000,-,-,0.0,0.0
7919,2021/03,31.5,13105549000,87250000,2,42.45,0.0,0.0
7921,2021/05,70.8,24777462000,2707059000,54,40.02,1.0,5.0
7922,2021/03,64.9,10547226000,-15712000,5,-,0.0,0.0
7923,2021/03,51,11245334000,5988000,10,53.05,0.0,0.0
7925,2021/03,83.2,20985000000,929000000,35,69.14,2.0,10.0
7927,2021/03,51.9,19230260000,1144622000,20,43.61,1.0,1.0
7928,2021/08,71.8,10409000000,806000000,35,7.6,0.0,0.0
7931,2021/03,77.9,36069000000,4184000000,40,25.48,0.0,4.0
7932,2021/03,46.7,35595000000,874000000,70,3.39,0.0,1.0
7936,2020/12,37.9,328784000000,-3953000000,24,-,0.0,0.0
7937,2021/03,97.7,14523000000,658000000,30,116.31,0.0,6.0
7938,2021/03,36.6,19200000000,-2181000000,-,-,0.0,0.0
7939,2021/03,45.4,5117472000,199727000,10,11.58,0.0,1.0
7940,2021/03,54.6,29248149000,1489639000,30,12.21,1.0,3.0
7942,2021/03,63.9,102668000000,5185000000,50,49.39,0.0,10.0
7943,2021/03,69,120964000000,12029000000,73,23.65,1.0,1.0
7944,2020/12,43.1,64044000000,7115000000,72,52.89,0.0,0.0
7945,2021/03,62.9,28812000000,1169000000,45,41.48,8.0,10.0
7946,2021/03,53,3830617000,-154514000,-,-,0.0,0.0
7947,2021/03,50.3,187509000000,18763000000,44.5,27.76,0.0,0.0
7949,2021/03,84.1,33565000000,2348000000,85,49.63,3.0,9.0
7951,2021/03,71,372630000000,35039000000,66,43.6,7.0,9.0
7952,2021/03,45.8,67520000000,3492000000,55,18.3,0.0,5.0
7953,2021/03,54.7,20527103000,302063000,16,122.45,1.0,10.0
7955,2021/03,62.9,104185000000,2614000000,20,42.21,0.0,5.0
7956,2020/12,74.8,99380000000,15316000000,72,79.89,8.0,10.0
7957,2020/12,63.5,7544618000,-115463000,40,-,0.0,0.0
7958,2021/03,78.9,73638812000,2891974000,80,63.72,0.0,10.0
7959,2020/10,69.9,26909332000,1960010000,45,40.94,0.0,0.0
7961,2021/03,75.5,11705000000,708000000,50,40.04,0.0,10.0
7962,2021/06,78.6,36319071000,2416805000,27,24.63,1.0,1.0
7963,2020/12,55.1,10152040000,1133263000,45,15.06,1.0,2.0
7965,2020/11,74.5,74947000000,5440000000,26,44.56,0.0,1.0
7966,2021/03,70.2,235902000000,17030000000,78,49.42,0.0,7.0
7970,2021/03,79.8,76904000000,7217000000,20,33.86,2.0,8.0
7971,2021/03,49.2,85931000000,1595000000,8,35.28,1.0,10.0
7972,2020/12,41.6,116210000000,1798000000,13,-,0.0,10.0
7974,2021/03,76.6,1758910000000,640634000000,2220,40.42,4.0,4.0
7975,2021/02,74.8,8564585000,499747000,50,24.04,0.0,1.0
7976,2020/12,78.4,55180000000,5493000000,31,44.94,10.0,10.0
7979,2021/03,79.4,24680000000,2300000000,29,23.72,2.0,6.0
7980,2021/03,40.2,12699996000,823000000,12.5,10.92,0.0,2.0
7981,2021/03,67.8,191229000000,10961000000,34,32.76,4.0,7.0
7983,2020/10,78.5,13635747000,562118000,50,34.05,0.0,9.0
7984,2020/12,70.1,300644000000,14807000000,39,57.03,0.0,10.0
7985,2021/03,38.6,7257550000,246411000,30,21.38,0.0,10.0
7986,2020/12,61.2,5000962000,300131000,30,20.2,0.0,10.0
7987,2021/03,45.2,63644000000,2550000000,22,36.53,0.0,2.0
7988,2021/03,57.5,256078000000,27695000000,53,31.12,0.0,10.0
7989,2020/12,69.2,39980868000,4535779000,29,18.79,3.0,10.0
7990,2021/03,35.3,100304000000,7405000000,70,15.55,9.0,9.0
7991,2021/03,53.6,9617284000,-866401000,25,-,0.0,10.0
7992,2020/12,29.5,4798000000,-75210000,-,-,0.0,10.0
7994,2021/03,56.5,244454000000,14175000000,32,25.8,4.0,4.0
7995,2021/03,67.7,44717000000,3475000000,95,54.17,6.0,10.0
7997,2020/11,35.3,8217980000,-243000000,-,-,0.0,1.0
7999,2021/03,77.3,14151000000,-564000000,30,-,0.0,3.0
8001,2021/03,29.7,10362628000000,403414000000,88,-,5.0,7.0
8002,2021/03,26.2,6332414000000,141553000000,33,21.96,4.0,4.0
8005,2021/03,53.4,85195000000,7385000000,60,8.32,0.0,8.0
8006,2021/03,57,108853000000,-73000000,50,-,0.0,10.0
8007,2021/03,41.4,80625000000,1395000000,60,36.1,0.0,10.0
8008,2021/02,74.6,39449000000,2767000000,81,108.01,10.0,11.0
8011,2021/02,63.2,37939000000,-8913000000,-,-,0.0,0.0
8012,2021/03,51.5,625245000000,21916000000,46,28.98,10.0,10.0
8014,2021/03,53.2,216233000000,3663000000,37,90.62,7.0,7.0
8015,2021/03,28.1,6309303000000,213058000000,112,26.15,10.0,10.0
8016,2021/02,28.9,175899000000,-21230000000,12,-,0.0,0.0
8018,2021/03,73.5,17167000000,1956000000,15,76.53,0.0,8.0
8020,2021/03,25.8,649142000000,23635000000,60,37.56,0.0,10.0
8022,2021/03,66,150419000000,3806000000,50,34.07,0.0,10.0
8023,2021/03,34.2,36273446000,1126325000,10,-,4.0,10.0
8025,2021/03,43.4,17849948000,188850000,30,108.97,1.0,10.0
8029,2020/12,51.7,37014000000,636000000,30,53.36,0.0,7.0
8030,2021/03,33.6,187697000000,1422000000,60,19.03,0.0,2.0
8031,2021/03,36.5,8010235000000,205042000000,85,40.39,0.0,3.0
8032,2021/03,25.9,462922000000,8896000000,110,41.6,0.0,10.0
8035,2021/03,71.1,1399102000000,320685000000,781,45.09,0.0,0.0
8037,2021/03,44.3,405332000000,11504000000,32.5,12.84,5.0,6.0
8038,2021/03,60.7,103147000000,1439000000,80,16.94,0.0,7.0
8039,2021/03,36.6,66621000000,132000000,35,12.93,0.0,1.0
8040,2020/12,47.3,10242311000,-2250035000,-,-,0.0,0.0
8041,2021/03,31.8,298310000000,1373000000,60,29.18,0.0,1.0
8043,2021/03,44.9,349242000000,6686000000,65,15.5,0.0,0.0
8045,2021/03,67.8,41286000000,-84762000,15,29.24,0.0,8.0
8046,2021/03,63.8,32695000000,943000000,80,46.13,0.0,3.0
8050,2021/03,34.9,202671000000,2194000000,37.5,59.48,0.0,8.0
8051,2021/03,43.6,434744000000,11234000000,20,17.47,0.0,0.0
8052,2021/03,43.7,89646000000,3283000000,120,29.79,0.0,0.0
8053,2021/03,31.3,4645059000000,50526000000,70,-,3.0,7.0
8056,2021/03,44.2,308426000000,26724000000,70,43.73,8.0,8.0
8057,2021/07,34,291035000000,10363000000,140,19.07,2.0,10.0
8058,2021/03,30.1,12884521000000,207399000000,134,115.82,4.0,4.0
8059,2021/03,44.8,140029000000,5729000000,130,29.24,5.0,5.0
8060,2020/12,68.2,545060000000,31317000000,60,29.47,0.0,10.0
8061,2021/03,29.8,71933000000,2581000000,45,20.29,0.0,1.0
8065,2021/03,40.8,175464000000,2796000000,43,33.14,0.0,10.0
8066,2021/03,55.8,396973000000,20131000000,125,26.92,4.0,10.0
8068,2021/01,64,95792000000,1266000000,180,305.58,2.0,11.0
8070,2021/03,37.1,113669000000,1941000000,26,38.61,3.0,10.0
8072,2021/03,26.5,9493224000,245760000,30,13.32,0.0,3.0
8074,2021/03,37.7,432185000000,8983000000,100,35.35,3.0,3.0
8075,2021/03,19.5,784160000000,4454000000,50,20.11,0.0,0.0
8077,2020/10,43.7,18950541000,-57641000,6,-,0.0,10.0
8078,2021/03,22.9,1745501000000,29232000000,60,11.39,0.0,0.0
8079,2020/10,52.7,100572710000,4197479000,48,28.37,1.0,10.0
8081,2021/03,57.6,108229000000,2672000000,29,38.08,2.0,10.0
8084,2021/03,55.6,196841000000,3415000000,56,51.94,0.0,3.0
8085,2021/03,37.5,87168000000,1883000000,60,21.6,5.0,10.0
8086,2021/03,18.8,455559000000,27627000000,28,12.09,0.0,0.0
8087,2021/03,66.2,89478000000,2778097000,40.5,43.9,0.0,0.0
8088,2021/03,47.7,562603000000,29986000000,75,20.32,3.0,9.0
8089,2021/03,25.2,214069000000,4493000000,30,-,,
8090,2020/12,23.4,100727000000,1297000000,-,-,0.0,5.0
8091,2021/03,26.4,113317000000,2177000000,50,11.54,1.0,9.0
8093,2021/03,43,57405000000,362000000,60,132.01,7.0,8.0
8095,2020/11,39.9,65341459000,2035172000,16,23.83,3.0,5.0
8096,2021/03,75,65542459000,10870667000,135,52.3,9.0,10.0
8097,2021/03,54.2,473899000000,8592000000,28,13.84,1.0,7.0
8098,2021/03,49.2,577583000000,14973000000,63,23.17,2.0,8.0
8101,2021/03,38.4,116375000000,3632000000,30,13.87,4.0,10.0
8103,2021/03,49.2,126375000000,2240000000,15,41.82,1.0,10.0
8104,2021/03,32,93942000000,873000000,6,83.33,0.0,10.0
8105,2021/03,81.1,3779200000,-536314000,-,-,0.0,0.0
8108,2021/03,31.1,483834000000,1167000000,30,31.79,1.0,9.0
8111,2021/03,57.8,90479000000,14838000000,70,26.25,1.0,10.0
8113,2020/12,55.2,727475000000,114744000000,32,34.19,8.0,8.0
8114,2021/03,72.2,96862000000,-1806000000,-,-,0.0,0.0
8115,2021/03,45,7170900000,-717117000,-,-,0.0,5.0
8117,2021/03,85.1,27571567000,5408808000,60,26.68,5.0,10.0
8118,2021/03,87.6,8096000000,-5000000,7,-,0.0,0.0
8119,2021/03,46.7,33050887000,-709617000,20,-,0.0,0.0
8123,2021/03,50.9,11293144000,-462401000,-,-,0.0,0.0
8125,2021/02,70.3,74015000000,5422000000,30,53.78,0.0,0.0
8127,2021/08,75.9,13691000000,-364000000,5,410.95,0.0,0.0
8129,2021/03,34.7,1210274000000,4303000000,30,49.47,1.0,10.0
8130,2021/03,58.8,145316000000,6701000000,58,73.49,6.0,6.0
8131,2021/03,64,226462000000,5232000000,23,42.53,2.0,10.0
8132,2021/03,52.9,217122000000,2935000000,75,30,0.0,2.0
8133,2021/03,33.4,739067000000,19346000000,50,41.78,7.0,8.0
8135,2021/03,43.1,37611132000,-129708000,2,53.6,0.0,0.0
8136,2021/03,43.7,41053000000,-3280000000,-,-,1.0,1.0
8137,2021/03,45.9,134769000000,2152000000,34,30.01,0.0,10.0
8138,2021/03,61.3,21613068000,58921000,85,148.53,0.0,4.0
8139,2021/03,50.7,16295195000,850000,2,-,0.0,0.0
8140,2021/03,60.5,219884000000,4628000000,100,30.64,0.0,0.0
8141,2021/03,67.7,102898000000,1543000000,34,84.78,0.0,1.0
8142,2021/01,22.6,186217000000,-3141000000,-,-,0.0,0.0
8143,2021/02,18.4,5227557000,-1897974000,-,-,0.0,1.0
8144,2021/03,73.1,57358000000,1222000000,45,19.08,0.0,1.0
8147,2021/03,59.3,17319480000,237746000,11,37.61,0.0,0.0
8150,2021/03,51,112791000000,2167000000,40,73.88,0.0,3.0
8151,2020/09,87.1,23104580000,1250053000,38,59.58,3.0,3.0
8152,2021/03,62.6,19373390000,327526000,50,35.52,0.0,5.0
8153,2021/03,69.6,71972000000,1422000000,22,78.34,0.0,10.0
8154,2021/03,38.4,422365000000,11467000000,80,16.86,0.0,0.0
8155,2021/05,70.8,85051000000,6085000000,33,24.87,3.0,10.0
8157,2021/03,40.6,120004000000,3202000000,46,46.59,5.0,5.0
8158,2021/03,42.3,94586000000,781000000,14,43.63,0.0,10.0
8159,2021/03,62.5,161440000000,4033000000,37,29.91,0.0,6.0
8160,2021/03,50.6,31067000000,-4219000000,15,-,0.0,9.0
8163,2021/03,31.5,43707000000,-3802986000,-,-,0.0,0.0
8165,2020/12,50.2,83286000000,-389000000,-,-,0.0,0.0
8166,2021/02,14.5,14601957000,-3400098000,-,-,0.0,2.0
8167,2021/02,62.6,239044351000,8384335000,22,19.55,1.0,11.0
8168,2021/02,57.3,113411000000,4889000000,12.5,26.75,0.0,11.0
8173,2021/03,47.2,449121000000,16550000000,75,15.11,0.0,10.0
8174,2021/03,49.5,143490000000,13627000000,41.67,41.76,0.0,10.0
8179,2020/12,19.7,80349000000,-19269000000,-,-,0.0,0.0
8181,2021/02,66.3,1611443000,-1672831000,-,-,0.0,0.0
8182,2021/03,55,255637000000,6982000000,22.5,16.88,0.0,10.0
8185,2021/02,60.1,94227000000,-4475000000,37,-,0.0,0.0
8186,2021/04,58.4,27799036000,-2073252000,-,-,0.0,0.0
8194,2021/02,36.4,759146000000,27388000000,50,11.85,2.0,11.0
8198,2021/02,56.7,355904000000,11726000000,50,32.18,1.0,11.0
8200,2021/02,26.8,33006725000,-5403132000,-,-,0.0,0.0
8203,2021/02,33.8,131789000000,6011000000,31,13.1,1.0,1.0
8207,2021/03,11.2,5951204000,-4650097000,-,-,0.0,10.0
8208,2021/03,26.4,38166000000,1147000000,20,12.26,0.0,0.0
8209,2021/03,-82,1894105000,-643484000,-,-,0.0,10.0
8214,2021/03,52.9,143169000000,-5793000000,10,-,0.0,0.0
8215,2021/03,51.8,3230009000,-711698000,-,-,0.0,0.0
8217,2021/02,56.2,268679000000,7845000000,26,30.08,0.0,11.0
8218,2021/03,57.6,385700000000,30326000000,45,10.5,4.0,10.0
8219,2021/03,48.8,161404000000,-14404000000,50,-,0.0,0.0
8225,2021/03,27.5,4654920000,-697357000,-,-,0.0,0.0
8226,2021/03,59.9,10139521000,216125000,3,28.76,0.0,2.0
8227,2021/02,85.1,542608000000,38026000000,220,28.09,1.0,2.0
8230,2021/03,51.9,17838751000,1078340000,2,0.08,0.0,0.0
8233,2021/02,34.3,680899000000,-13496000000,24,-,0.0,11.0
8237,2021/02,28.8,52730000000,-3904000000,-,-,0.0,0.0
8242,2021/03,36.4,739198000000,-4438000000,25,-,0.0,5.0
8244,2021/02,27.3,218351000000,-2020000000,-,-,0.0,0.0
8247,2021/02,11.3,33930156000,-845973000,-,-,0.0,2.0
8249,2021/03,71.2,73079000000,2144000000,28,37.64,0.0,10.0
8252,2021/03,32.2,220832000000,15310000000,51,434.64,8.0,10.0
8253,2021/03,15.6,282625000000,37490000000,45,19.46,0.0,10.0
8254,2021/02,4.6,15002677000,-639627000,-,-,0.0,11.0
8255,2021/03,60.6,256351000000,12114000000,80,21.42,0.0,9.0
8256,2021/03,28.2,5810779000,63773000,-,0.04,0.0,1.0
8267,2021/02,8.5,8603910000000,150586000000,36,-,0.0,11.0
8273,2021/02,47.5,679778000000,35781000000,83,24.86,1.0,11.0
8275,2021/03,39.5,49788000000,2616936000,26,48.2,8.0,10.0
8276,2021/02,55.6,439326000000,14037000000,38,18.87,1.0,2.0
8278,2021/02,51.7,300031000000,5980000000,20,18.31,0.0,11.0
8279,2021/03,43.3,487189000000,22458000000,85.5,18.17,8.0,8.0
8281,2021/03,55.9,202438000000,2767000000,30,321.84,0.0,0.0
8282,2021/03,64.2,792542000000,51737000000,40,16.47,0.0,1.0
8283,2021/03,54.1,1033275000000,25487000000,72,23.35,9.0,9.0
8285,2021/03,47.7,80541000000,2567000000,9,24.5,1.0,10.0
8287,2021/02,39,554206000000,8575000000,40,50.51,1.0,11.0
8289,2021/02,40.6,101084000000,4662000000,20,11.31,1.0,8.0
8291,2021/03,47.6,140443000000,3445000000,4,16.24,0.0,0.0
8298,2021/03,58.5,12851935000,769389000,10,10.23,0.0,10.0
8303,2021/03,8.6,374247000000,-,12,5.11,0.0,10.0
8304,2021/03,8.4,155755000000,-,124,51.96,1.0,1.0
8306,2021/03,4.7,6025336000000,-,25,41.42,3.0,7.0
8308,2021/03,3.1,823600000000,-,21,38.83,0.0,10.0
8309,2021/03,4.3,1380434000000,-,150,39.55,2.0,10.0
8316,2021/03,4.9,3902307000000,-,190,52.09,3.0,8.0
8331,2021/03,5.8,232940000000,-,20,28.43,2.0,10.0
8334,2021/03,5.2,143316000000,-,13,40.43,0.0,6.0
8336,2021/03,4.7,71418000000,-,80,33.43,0.0,3.0
8337,2021/03,5.5,49986000000,-,3,32.82,0.0,6.0
8338,2021/03,4.2,35791000000,-,5,23.64,0.0,10.0
8341,2021/03,5.2,119976000000,-,50,22.55,2.0,9.0
8342,2021/03,3.2,41350000000,-,50,45.27,0.0,0.0
8343,2021/03,5,43517000000,-,70,49.56,1.0,9.0
8344,2021/03,5.2,41225000000,-,30,34.36,0.0,0.0
8345,2021/03,5.2,45318000000,-,60,39.47,0.0,6.0
8346,2021/03,2.8,58275000000,-,5,-,0.0,0.0
8349,2021/03,3.9,13548000000,-,50,41.25,0.0,10.0
8350,2021/03,3.7,41877000000,-,20,29.76,0.0,0.0
8354,2021/03,3.4,274754000000,-,85,36.19,0.0,10.0
8355,2021/03,7.8,230787000000,-,25,28.94,0.0,10.0
8356,2021/03,5.3,111346000000,-,90,20.3,1.0,1.0
8358,2021/03,8,99791000000,-,5,5.4,1.0,1.0
8359,2021/03,7.5,152604000000,-,14,30.61,0.0,2.0
8360,2021/03,5.2,49602000000,-,35,36.08,0.0,2.0
8361,2021/03,4.2,116425000000,-,70,36.5,0.0,3.0
8362,2021/03,3.9,42381000000,-,50,47.12,0.0,3.0
8363,2021/03,5,79098000000,-,80,27.06,0.0,0.0
8364,2021/03,4.8,27782000000,-,60,29.45,0.0,0.0
8365,2021/03,5.9,9328000000,-,50,48.48,0.0,10.0
8366,2021/03,6.4,86084000000,-,40,17.54,0.0,0.0
8367,2021/03,4.5,81227000000,-,80,24.02,0.0,10.0
8368,2021/03,5.3,93573000000,-,10,18.6,0.0,10.0
8369,2021/03,9.5,108156000000,-,60,26.89,1.0,1.0
8370,2021/03,4.3,78909000000,-,35,17.57,0.0,7.0
8377,2021/03,3.8,175963000000,-,35,31.39,0.0,0.0
8381,2021/03,5.9,89178000000,-,18,32.36,0.0,0.0
8382,2021/03,6.1,116301000000,-,23,28.69,0.0,10.0
8383,2021/03,4.5,13409000000,-,50,46.99,0.0,0.0
8385,2021/03,8.6,124817000000,-,14,24.52,0.0,10.0
8386,2021/03,5.4,68950000000,-,70,92.24,0.0,0.0
8387,2021/03,4.8,41502000000,-,30,19.24,0.0,0.0
8388,2021/03,7.6,65587000000,-,40,21.2,0.0,3.0
8392,2021/03,5.3,57709000000,-,80,34.83,0.0,6.0
8393,2021/03,4.3,54664000000,-,100,21.56,0.0,10.0
8395,2021/03,4.1,41153000000,-,70,47.59,0.0,10.0
8397,2021/03,6,51788000000,-,70,32.09,0.0,3.0
8399,2021/03,4.7,57278000000,-,25,49.94,0.0,1.0
8410,2021/03,19.5,137267000000,-,11,50.07,0.0,7.0
8411,2021/03,4.1,3218095000000,-,-,40.43,1.0,7.0
8416,2021/03,5.8,22904000000,-,25,50.06,0.0,1.0
8418,2021/03,5.6,183255000000,-,26,25.43,9.0,10.0
8421,2021/03,3.9,260993000000,-,6500,61.94,0.0,4.0
8424,2021/03,10.2,740263000000,44555000000,240,21.87,10.0,10.0
8425,2021/03,7.7,497852000000,25963000000,92,18.45,10.0,10.0
8439,2021/03,10.2,1200184000000,77154000000,138,34.03,10.0,10.0
8473,2021/03,7.8,541145000000,235300000000,120,28.75,0.0,8.0
8508,2020/12,17.3,44326000000,-4752000000,-,-,0.0,0.0
8511,2021/03,1.1,30924000000,4777000000,26,51.15,0.0,1.0
8515,2021/03,16.9,127481000000,17530000000,1,2.6,0.0,4.0
8518,2021/03,29.1,3709000000,-163000000,-,0,0.0,10.0
8521,2021/03,4.6,21899000000,-,50,41.92,0.0,10.0
8522,2021/03,5.1,69050000000,-,70,11.81,0.0,9.0
8524,2021/03,3.6,135620000000,-,10,41.34,0.0,1.0
8527,2021/03,6.4,53281000000,-,120,25.2,0.0,8.0
8530,2021/03,5.2,31446000000,-,40,37.16,0.0,3.0
8537,2021/03,4.6,22117000000,-,50,30.24,0.0,8.0
8541,2021/03,5.5,43045000000,-,30,21.63,0.0,1.0
8542,2021/03,4,22580000000,-,50,49.44,0.0,10.0
8544,2021/03,5.2,62957000000,-,19,31.83,0.0,0.0
8550,2021/03,5.1,40238000000,-,5,25.04,0.0,0.0
8551,2021/03,4.5,22412000000,-,50,30.49,0.0,9.0
8558,2021/03,5.3,36437000000,-,30,66.93,0.0,1.0
8562,2021/03,3.6,13314000000,-,-,-,0.0,2.0
8563,2021/03,4.1,13067000000,-,30,38.38,0.0,9.0
8566,2021/03,16.5,326266000000,17471000000,100,23.08,10.0,10.0
8570,2021/02,6.6,487309000000,40651000000,34,60.98,0.0,0.0
8572,2021/03,39.8,266316000000,98896000000,6,9.93,2.0,2.0
8584,2021/03,3.8,160650000000,16326000000,105,27.89,1.0,10.0
8585,2021/03,5.9,229793000000,20809000000,3,31.48,1.0,10.0
8591,2021/03,22.3,2292708000000,258814000000,78,-,0.0,10.0
8593,2021/03,13.4,947658000000,62414000000,25.5,40.68,10.0,10.0
8595,2021/03,82,21512000000,8964000000,138,9.48,3.0,9.0
8596,2021/03,21.5,28259000000,3592000000,16.5,19.78,1.0,10.0
8600,2021/03,5.4,70687000000,-,8,12.98,0.0,9.0
8601,2021/03,5.1,576172000000,92859000000,36,28.07,0.0,0.0
8604,2021/03,6.3,1617235000000,-,35,49.87,1.0,1.0
8609,2021/03,21.4,67259000000,5106000000,15,32.82,0.0,0.0
8613,2021/03,46.5,19188000000,3661000000,33.5,34.38,0.0,0.0
8614,2021/03,44.2,11966000000,643000000,6,17.72,0.0,0.0
8616,2021/03,11.7,69362000000,9232000000,22,32.77,0.0,0.0
8617,2021/03,74.1,1111000000,133000000,13,40.74,0.0,0.0
8622,2021/03,55.2,15366000000,2817000000,16,34.85,1.0,1.0
8624,2021/03,59,18270000000,1264000000,34,111.39,0.0,0.0
8628,2021/03,8.2,30082000000,12827000000,40,106.18,0.0,0.0
8630,2021/03,15.4,3846323000000,-,170,39.34,6.0,7.0
8697,2021/03,0.5,133343000000,74565000000,68,58.45,0.0,0.0
8698,2021/03,6.4,77905000000,-,12,13.76,1.0,1.0
8699,2021/03,10.9,57755000000,8871000000,12,-,0.0,10.0
8700,2021/03,73.8,3040000000,572701000,50,28.99,0.0,0.0
8704,2021/03,10.7,6856000000,2356000000,10,16.3,0.0,1.0
8705,2021/03,15.9,7738402000,580822000,3,7.9,0.0,0.0
8706,2021/03,59.4,8948000000,3913000000,50,35.99,0.0,0.0
8707,2021/03,29.1,22987000000,7182000000,117,32.84,0.0,4.0
8708,2021/03,54,16433000000,929000000,32,20.36,0.0,1.0
8713,2021/03,3.7,53191000000,-,6,36.27,0.0,7.0
8714,2021/03,3.6,81328000000,-,7.5,55.95,0.0,0.0
8715,2021/03,46.4,48049000000,-,1.25,6.37,0.0,0.0
8725,2021/03,12.8,4892244000000,-,155,58.88,7.0,10.0
8732,2021/03,15.3,4514000000,-609000000,0.5,-,0.0,0.0
8737,2021/03,22.3,39090144000,2590760000,18,45.92,1.0,1.0
8739,2021/03,61.3,14295000000,6349000000,11,52.62,0.0,0.0
8740,2021/03,28.9,2057579000,-109552000,3,-,0.0,2.0
8742,2021/03,54.8,3447435000,-197351000,2.5,-,0.0,9.0
8746,2021/03,56.3,6901538000,-1369447000,-,-,1.0,3.0
8747,2021/03,13.5,5891726000,605453000,36,48.43,3.0,3.0
8750,2021/03,7.6,7827806000000,-,62,19.24,7.0,9.0
8766,2021/03,14.2,5461195000000,-,235,99.22,0.0,0.0
8769,2021/03,62.1,5452753000,726810000,10,37.56,5.0,10.0
8771,2021/03,70.3,7194885000,3088846000,22,29.69,10.0,10.0
8772,2021/03,50.1,5838801000,4114465000,18,18.44,0.0,10.0
8793,2021/03,9,221255000000,5965000000,60,31.35,3.0,10.0
8795,2021/03,8.6,2413953000000,-,46,16.31,5.0,10.0
8798,2020/09,54.4,10510699000,1184063000,25,76.84,0.0,10.0
8801,2021/03,33,2007554000000,203770000000,44,32.82,0.0,10.0
8802,2021/03,30.5,1207594000000,224394000000,31,29.6,6.0,10.0
8803,2021/03,31.1,35048000000,11228000000,77,33.37,3.0,7.0
8804,2020/12,24,334980000000,49631000000,46,28.94,7.0,9.0
8806,2021/03,42,42909000000,12101000000,22,28.86,5.0,5.0
8818,2021/03,45.7,15333960000,5295518000,31,18.27,6.0,10.0
8830,2021/03,26.5,917472000000,219244000000,40,12.74,6.0,10.0
8835,2021/03,33.4,27825000000,750000000,30,69.73,1.0,9.0
8836,2021/03,79.2,360000000,-14000000,-,-,0.0,0.0
8841,2021/03,82.7,16087000000,5619000000,10,23.17,1.0,1.0
8842,2021/01,75.2,8171439000,-213912000,60,-,0.0,0.0
8844,2021/03,24,107257000000,2376000000,7,13.45,3.0,6.0
8850,2021/03,46.6,198963000000,22068000000,62,20.23,0.0,0.0
8854,2020/12,45.5,5590686000,-346485000,50,-,0.0,2.0
8860,2021/03,28.1,121541518000,3986912000,27,41.01,0.0,10.0
8864,2021/03,52.1,24155122000,3831363000,14,-,0.0,9.0
8869,2021/03,33.9,50109000000,3626000000,35,13.71,0.0,0.0
8871,2021/03,66.3,28890000000,6795000000,55,61.43,4.0,10.0
8876,2021/03,13.4,156071000000,12496000000,19,52.62,10.0,10.0
8877,2021/03,48.8,68999416000,7018923000,40,13.7,3.0,10.0
8881,2021/03,57.2,80815338000,5266442000,18,24.67,1.0,4.0
8886,2021/05,25.2,37474898000,1210236000,93,5.34,0.0,0.0
8887,2021/05,57.4,5970203000,452849000,40,96.13,1.0,4.0
8889,2020/09,12.2,44119000000,840000000,20,257.23,0.0,0.0
8890,2021/03,44.7,32219000000,1643000000,4,257.77,0.0,5.0
8891,2021/03,38.1,13108439000,983259000,20,1.57,2.0,10.0
